@relation weka.filters.unsupervised.instance.NonSparseToSparse

@attribute @@class@@ {clean,buggy}
@attribute # numeric
@attribute ### numeric
@attribute '##\%' numeric
@attribute '#\%d' numeric
@attribute '#\%s' numeric
@attribute #000000 numeric
@attribute #1 numeric
@attribute #1009 numeric
@attribute #1016 numeric
@attribute #1032 numeric
@attribute #1038 numeric
@attribute #1043 numeric
@attribute #1044 numeric
@attribute #1050 numeric
@attribute #1052 numeric
@attribute #1063 numeric
@attribute #1088 numeric
@attribute #1108 numeric
@attribute #1112 numeric
@attribute #1164 numeric
@attribute #1174 numeric
@attribute #1183 numeric
@attribute #1184 numeric
@attribute #1194 numeric
@attribute #1224 numeric
@attribute #1225 numeric
@attribute #1255 numeric
@attribute #1257 numeric
@attribute #1259 numeric
@attribute #1277 numeric
@attribute #1311 numeric
@attribute #1315 numeric
@attribute #1318 numeric
@attribute #1326 numeric
@attribute #1332 numeric
@attribute #1333 numeric
@attribute #1342 numeric
@attribute #1360 numeric
@attribute #1361 numeric
@attribute #1364 numeric
@attribute #1401 numeric
@attribute #1426 numeric
@attribute #1432 numeric
@attribute #1465 numeric
@attribute #1475 numeric
@attribute #1478 numeric
@attribute #1486 numeric
@attribute #1499 numeric
@attribute #1529 numeric
@attribute #1532 numeric
@attribute #1536 numeric
@attribute #1541 numeric
@attribute #1566 numeric
@attribute #1589 numeric
@attribute #1596 numeric
@attribute #1612 numeric
@attribute #1633 numeric
@attribute #1635 numeric
@attribute #1656 numeric
@attribute #1685 numeric
@attribute #1725 numeric
@attribute #1761 numeric
@attribute #2 numeric
@attribute #2016 numeric
@attribute #2026 numeric
@attribute #2056 numeric
@attribute #2085 numeric
@attribute #2110 numeric
@attribute #3 numeric
@attribute #4 numeric
@attribute #502 numeric
@attribute #547 numeric
@attribute #550 numeric
@attribute #557 numeric
@attribute #558 numeric
@attribute #561 numeric
@attribute #567 numeric
@attribute #585 numeric
@attribute #5BD75B numeric
@attribute #601 numeric
@attribute #626 numeric
@attribute #627 numeric
@attribute #651 numeric
@attribute #653 numeric
@attribute #662 numeric
@attribute #668 numeric
@attribute #673 numeric
@attribute #689 numeric
@attribute #691 numeric
@attribute #703 numeric
@attribute #704 numeric
@attribute #713 numeric
@attribute #714 numeric
@attribute #729 numeric
@attribute #737 numeric
@attribute #749 numeric
@attribute #753 numeric
